"","boot","cols","Accuracy","acc_teste","mean_acc_test"
"792",198,4,1,0.485,0.52
"793",199,1,1,0.52,0.47
"794",199,2,1,0.48,0.47
"795",199,3,1,0.44,0.47
"796",199,4,1,0.46,0.47
"797",200,1,1,0.52,0.52
"798",200,2,1,0.48,0.52
"799",200,3,1,0.52,0.52
"800",200,4,1,0.535,0.52
"801",201,1,1,0.55,0.49
"802",201,2,1,0.435,0.49
"803",201,3,1,0.51,0.49
"804",201,4,1,0.47,0.49
"805",202,1,1,0.495,0.4925
"806",202,2,1,0.49,0.4925
"807",202,3,1,0.49,0.4925
"808",202,4,1,0.495,0.4925
"809",203,1,1,0.56,0.5075
"810",203,2,1,0.425,0.5075
"811",203,3,1,0.555,0.5075
"812",203,4,1,0.46,0.5075
"813",204,1,1,0.52,0.4975
"814",204,2,1,0.475,0.4975
"815",204,3,1,0.535,0.4975
"816",204,4,1,0.45,0.4975
"817",205,1,1,0.535,0.4925
"818",205,2,1,0.465,0.4925
"819",205,3,1,0.52,0.4925
"820",205,4,1,0.435,0.4925
"821",206,1,1,0.535,0.4625
"822",206,2,1,0.4,0.4625
"823",206,3,1,0.465,0.4625
"824",206,4,1,0.46,0.4625
"825",207,1,1,0.485,0.51
"826",207,2,1,0.5,0.51
"827",207,3,1,0.52,0.51
"828",207,4,1,0.545,0.51
"829",208,1,1,0.57,0.49
"830",208,2,1,0.465,0.49
"831",208,3,1,0.515,0.49
"832",208,4,1,0.44,0.49
"833",209,1,1,0.535,0.4975
"834",209,2,1,0.51,0.4975
"835",209,3,1,0.485,0.4975
"836",209,4,1,0.475,0.4975
"837",210,1,1,0.515,0.54
"838",210,2,1,0.46,0.54
"839",210,3,1,0.58,0.54
"840",210,4,1,0.565,0.54
"841",211,1,1,0.52,0.505
"842",211,2,1,0.475,0.505
"843",211,3,1,0.49,0.505
"844",211,4,1,0.52,0.505
"845",212,1,1,0.58,0.5425
"846",212,2,1,0.57,0.5425
"847",212,3,1,0.515,0.5425
"848",212,4,1,0.46,0.5425
"849",213,1,1,0.495,0.49
"850",213,2,1,0.475,0.49
"851",213,3,1,0.485,0.49
"852",213,4,1,0.505,0.49
"853",214,1,1,0.515,0.515
"854",214,2,1,0.575,0.515
"855",214,3,1,0.515,0.515
"856",214,4,1,0.485,0.515
"857",215,1,1,0.555,0.505
"858",215,2,1,0.465,0.505
"859",215,3,1,0.545,0.505
"860",215,4,1,0.46,0.505
"861",216,1,1,0.52,0.495
"862",216,2,1,0.47,0.495
"863",216,3,1,0.525,0.495
"864",216,4,1,0.465,0.495
"865",217,1,1,0.45,0.4625
"866",217,2,1,0.43,0.4625
"867",217,3,1,0.58,0.4625
"868",217,4,1,0.475,0.4625
"869",218,1,1,0.535,0.48
"870",218,2,1,0.45,0.48
"871",218,3,1,0.51,0.48
"872",218,4,1,0.44,0.48
"873",219,1,1,0.55,0.5325
"874",219,2,1,0.52,0.5325
"875",219,3,1,0.545,0.5325
"876",219,4,1,0.465,0.5325
"877",220,1,1,0.51,0.495
"878",220,2,1,0.485,0.495
"879",220,3,1,0.465,0.495
"880",220,4,1,0.505,0.495
"881",221,1,1,0.485,0.485
"882",221,2,1,0.535,0.485
"883",221,3,1,0.485,0.485
"884",221,4,1,0.45,0.485
"885",222,1,1,0.49,0.485
"886",222,2,1,0.48,0.485
"887",222,3,1,0.5,0.485
"888",222,4,1,0.48,0.485
"889",223,1,1,0.545,0.5275
"890",223,2,1,0.44,0.5275
"891",223,3,1,0.56,0.5275
"892",223,4,1,0.51,0.5275
"893",224,1,1,0.47,0.4575
"894",224,2,1,0.505,0.4575
"895",224,3,1,0.445,0.4575
"896",224,4,1,0.42,0.4575
"897",225,1,1,0.54,0.5125
"898",225,2,1,0.525,0.5125
"899",225,3,1,0.5,0.5125
"900",225,4,1,0.48,0.5125
"901",226,1,1,0.555,0.515
"902",226,2,1,0.53,0.515
"903",226,3,1,0.475,0.515
"904",226,4,1,0.5,0.515
"905",227,1,1,0.505,0.4975
"906",227,2,1,0.49,0.4975
"907",227,3,1,0.55,0.4975
"908",227,4,1,0.44,0.4975
"909",228,1,1,0.495,0.5125
"910",228,2,1,0.54,0.5125
"911",228,3,1,0.49,0.5125
"912",228,4,1,0.53,0.5125
"913",229,1,1,0.485,0.4825
"914",229,2,1,0.52,0.4825
"915",229,3,1,0.435,0.4825
"916",229,4,1,0.48,0.4825
"917",230,1,1,0.54,0.5
"918",230,2,1,0.515,0.5
"919",230,3,1,0.455,0.5
"920",230,4,1,0.485,0.5
"921",231,1,1,0.5,0.5275
"922",231,2,1,0.535,0.5275
"923",231,3,1,0.59,0.5275
"924",231,4,1,0.52,0.5275
"925",232,1,1,0.535,0.5425
"926",232,2,1,0.55,0.5425
"927",232,3,1,0.57,0.5425
"928",232,4,1,0.43,0.5425
"929",233,1,1,0.48,0.4825
"930",233,2,1,0.485,0.4825
"931",233,3,1,0.56,0.4825
"932",233,4,1,0.47,0.4825
"933",234,1,1,0.525,0.505
"934",234,2,1,0.435,0.505
"935",234,3,1,0.49,0.505
"936",234,4,1,0.52,0.505
"937",235,1,1,0.535,0.5275
"938",235,2,1,0.495,0.5275
"939",235,3,1,0.565,0.5275
"940",235,4,1,0.52,0.5275
"941",236,1,1,0.5,0.4975
"942",236,2,1,0.495,0.4975
"943",236,3,1,0.525,0.4975
"944",236,4,1,0.45,0.4975
"945",237,1,1,0.48,0.4925
"946",237,2,1,0.45,0.4925
"947",237,3,1,0.505,0.4925
"948",237,4,1,0.505,0.4925
"949",238,1,1,0.475,0.4775
"950",238,2,1,0.475,0.4775
"951",238,3,1,0.485,0.4775
"952",238,4,1,0.48,0.4775
"953",239,1,1,0.495,0.505
"954",239,2,1,0.515,0.505
"955",239,3,1,0.61,0.505
"956",239,4,1,0.49,0.505
"957",240,1,1,0.555,0.5325
"958",240,2,1,0.51,0.5325
"959",240,3,1,0.605,0.5325
"960",240,4,1,0.44,0.5325
"961",241,1,1,0.485,0.4875
"962",241,2,1,0.49,0.4875
"963",241,3,1,0.47,0.4875
"964",241,4,1,0.515,0.4875
"965",242,1,1,0.555,0.515
"966",242,2,1,0.485,0.515
"967",242,3,1,0.535,0.515
"968",242,4,1,0.495,0.515
"969",243,1,1,0.455,0.44
"970",243,2,1,0.395,0.44
"971",243,3,1,0.495,0.44
"972",243,4,1,0.425,0.44
"973",244,1,1,0.52,0.5025
"974",244,2,1,0.54,0.5025
"975",244,3,1,0.485,0.5025
"976",244,4,1,0.455,0.5025
"977",245,1,1,0.555,0.5125
"978",245,2,1,0.49,0.5125
"979",245,3,1,0.53,0.5125
"980",245,4,1,0.495,0.5125
"981",246,1,1,0.535,0.52
"982",246,2,1,0.505,0.52
"983",246,3,1,0.595,0.52
"984",246,4,1,0.485,0.52
"985",247,1,1,0.54,0.515
"986",247,2,1,0.46,0.515
"987",247,3,1,0.515,0.515
"988",247,4,1,0.515,0.515
"989",248,1,1,0.535,0.545
"990",248,2,1,0.555,0.545
"991",248,3,1,0.47,0.545
"992",248,4,1,0.595,0.545
"993",249,1,1,0.535,0.4825
"994",249,2,1,0.425,0.4825
"995",249,3,1,0.52,0.4825
"996",249,4,1,0.445,0.4825
"997",250,1,1,0.53,0.51
"998",250,2,1,0.405,0.51
"999",250,3,1,0.6,0.51
"1000",250,4,1,0.49,0.51
"1001",251,1,1,0.56,0.525
"1002",251,2,1,0.515,0.525
"1003",251,3,1,0.535,0.525
"1004",251,4,1,0.455,0.525
"1005",252,1,1,0.51,0.51
"1006",252,2,1,0.51,0.51
"1007",252,3,1,0.51,0.51
"1008",252,4,1,0.42,0.51
"1009",253,1,1,0.515,0.52
"1010",253,2,1,0.56,0.52
"1011",253,3,1,0.525,0.52
"1012",253,4,1,0.5,0.52
"1013",254,1,1,0.55,0.54
"1014",254,2,1,0.505,0.54
"1015",254,3,1,0.57,0.54
"1016",254,4,1,0.53,0.54
"1017",255,1,1,0.55,0.515
"1018",255,2,1,0.545,0.515
"1019",255,3,1,0.485,0.515
"1020",255,4,1,0.43,0.515
"1021",256,1,1,0.52,0.505
"1022",256,2,1,0.51,0.505
"1023",256,3,1,0.5,0.505
"1024",256,4,1,0.495,0.505
"1025",257,1,1,0.49,0.4775
"1026",257,2,1,0.45,0.4775
"1027",257,3,1,0.55,0.4775
"1028",257,4,1,0.465,0.4775
"1029",258,1,1,0.555,0.495
"1030",258,2,1,0.43,0.495
"1031",258,3,1,0.515,0.495
"1032",258,4,1,0.475,0.495
"1033",259,1,1,0.555,0.5175
"1034",259,2,1,0.485,0.5175
"1035",259,3,1,0.52,0.5175
"1036",259,4,1,0.515,0.5175
"1037",260,1,1,0.53,0.5
"1038",260,2,1,0.465,0.5
"1039",260,3,1,0.5,0.5
"1040",260,4,1,0.5,0.5
"1041",261,1,1,0.555,0.4975
"1042",261,2,1,0.48,0.4975
"1043",261,3,1,0.51,0.4975
"1044",261,4,1,0.485,0.4975
"1045",262,1,1,0.52,0.51
"1046",262,2,1,0.5,0.51
"1047",262,3,1,0.535,0.51
"1048",262,4,1,0.49,0.51
"1049",263,1,1,0.515,0.4925
"1050",263,2,1,0.48,0.4925
"1051",263,3,1,0.505,0.4925
"1052",263,4,1,0.475,0.4925
"1053",264,1,1,0.58,0.5125
"1054",264,2,1,0.425,0.5125
"1055",264,3,1,0.57,0.5125
"1056",264,4,1,0.455,0.5125
"1057",265,1,1,0.48,0.505
"1058",265,2,1,0.425,0.505
"1059",265,3,1,0.535,0.505
"1060",265,4,1,0.53,0.505
"1061",266,1,1,0.59,0.5325
"1062",266,2,1,0.475,0.5325
"1063",266,3,1,0.555,0.5325
"1064",266,4,1,0.51,0.5325
"1065",267,1,1,0.485,0.485
"1066",267,2,1,0.555,0.485
"1067",267,3,1,0.485,0.485
"1068",267,4,1,0.405,0.485
"1069",268,1,1,0.545,0.52
"1070",268,2,1,0.495,0.52
"1071",268,3,1,0.59,0.52
"1072",268,4,1,0.45,0.52
"1073",269,1,1,0.54,0.5225
"1074",269,2,1,0.505,0.5225
"1075",269,3,1,0.565,0.5225
"1076",269,4,1,0.445,0.5225
"1077",270,1,1,0.52,0.5175
"1078",270,2,1,0.515,0.5175
"1079",270,3,1,0.56,0.5175
"1080",270,4,1,0.45,0.5175
"1081",271,1,1,0.48,0.4925
"1082",271,2,1,0.505,0.4925
"1083",271,3,1,0.59,0.4925
"1084",271,4,1,0.46,0.4925
"1085",272,1,1,0.535,0.505
"1086",272,2,1,0.51,0.505
"1087",272,3,1,0.5,0.505
"1088",272,4,1,0.43,0.505
"1089",273,1,1,0.53,0.52
"1090",273,2,1,0.51,0.52
"1091",273,3,1,0.555,0.52
"1092",273,4,1,0.495,0.52
"1093",274,1,1,0.52,0.525
"1094",274,2,1,0.54,0.525
"1095",274,3,1,0.53,0.525
"1096",274,4,1,0.51,0.525
"1097",275,1,1,0.51,0.4775
"1098",275,2,1,0.44,0.4775
"1099",275,3,1,0.515,0.4775
"1100",275,4,1,0.445,0.4775
"1101",276,1,1,0.53,0.5175
"1102",276,2,1,0.505,0.5175
"1103",276,3,1,0.495,0.5175
"1104",276,4,1,0.55,0.5175
"1105",277,1,1,0.505,0.5
"1106",277,2,1,0.485,0.5
"1107",277,3,1,0.525,0.5
"1108",277,4,1,0.495,0.5
"1109",278,1,1,0.515,0.5275
"1110",278,2,1,0.54,0.5275
"1111",278,3,1,0.545,0.5275
"1112",278,4,1,0.5,0.5275
"1113",279,1,1,0.495,0.4975
"1114",279,2,1,0.5,0.4975
"1115",279,3,1,0.53,0.4975
"1116",279,4,1,0.465,0.4975
"1117",280,1,1,0.5,0.47
"1118",280,2,1,0.405,0.47
"1119",280,3,1,0.455,0.47
"1120",280,4,1,0.485,0.47
"1121",281,1,1,0.545,0.5125
"1122",281,2,1,0.445,0.5125
"1123",281,3,1,0.57,0.5125
"1124",281,4,1,0.48,0.5125
"1125",282,1,1,0.53,0.48
"1126",282,2,1,0.44,0.48
"1127",282,3,1,0.495,0.48
"1128",282,4,1,0.465,0.48
"1129",283,1,1,0.545,0.535
"1130",283,2,1,0.525,0.535
"1131",283,3,1,0.56,0.535
"1132",283,4,1,0.43,0.535
"1133",284,1,1,0.47,0.445
"1134",284,2,1,0.4,0.445
"1135",284,3,1,0.48,0.445
"1136",284,4,1,0.42,0.445
"1137",285,1,1,0.51,0.5025
"1138",285,2,1,0.525,0.5025
"1139",285,3,1,0.495,0.5025
"1140",285,4,1,0.45,0.5025
"1141",286,1,1,0.525,0.5
"1142",286,2,1,0.445,0.5
"1143",286,3,1,0.58,0.5
"1144",286,4,1,0.475,0.5
"1145",287,1,1,0.54,0.535
"1146",287,2,1,0.53,0.535
"1147",287,3,1,0.54,0.535
"1148",287,4,1,0.525,0.535
"1149",288,1,1,0.53,0.52
"1150",288,2,1,0.51,0.52
"1151",288,3,1,0.56,0.52
"1152",288,4,1,0.46,0.52
"1153",289,1,1,0.535,0.49
"1154",289,2,1,0.455,0.49
"1155",289,3,1,0.525,0.49
"1156",289,4,1,0.455,0.49
"1157",290,1,1,0.505,0.4825
"1158",290,2,1,0.46,0.4825
"1159",290,3,1,0.46,0.4825
"1160",290,4,1,0.535,0.4825
"1161",291,1,1,0.535,0.5175
"1162",291,2,1,0.48,0.5175
"1163",291,3,1,0.58,0.5175
"1164",291,4,1,0.5,0.5175
"1165",292,1,1,0.535,0.5175
"1166",292,2,1,0.51,0.5175
"1167",292,3,1,0.525,0.5175
"1168",292,4,1,0.485,0.5175
"1169",293,1,1,0.575,0.46
"1170",293,2,1,0.45,0.46
"1171",293,3,1,0.47,0.46
"1172",293,4,1,0.43,0.46
"1173",294,1,1,0.485,0.51
"1174",294,2,1,0.555,0.51
"1175",294,3,1,0.515,0.51
"1176",294,4,1,0.505,0.51
"1177",295,1,1,0.48,0.48
"1178",295,2,1,0.45,0.48
"1179",295,3,1,0.495,0.48
"1180",295,4,1,0.48,0.48
"1181",296,1,1,0.585,0.515
"1182",296,2,1,0.49,0.515
"1183",296,3,1,0.54,0.515
"1184",296,4,1,0.445,0.515
"1185",297,1,1,0.525,0.525
"1186",297,2,1,0.5,0.525
"1187",297,3,1,0.525,0.525
"1188",297,4,1,0.535,0.525
"1189",298,1,1,0.5,0.4825
"1190",298,2,1,0.465,0.4825
"1191",298,3,1,0.51,0.4825
"1192",298,4,1,0.425,0.4825
"1193",299,1,1,0.525,0.5025
"1194",299,2,1,0.465,0.5025
"1195",299,3,1,0.56,0.5025
"1196",299,4,1,0.48,0.5025
"1197",300,1,1,0.54,0.4875
"1198",300,2,1,0.48,0.4875
"1199",300,3,1,0.495,0.4875
"1200",300,4,1,0.47,0.4875
"1201",301,1,1,0.515,0.5
"1202",301,2,1,0.455,0.5
"1203",301,3,1,0.49,0.5
"1204",301,4,1,0.51,0.5
"1205",302,1,1,0.5,0.48
"1206",302,2,1,0.46,0.48
"1207",302,3,1,0.505,0.48
"1208",302,4,1,0.42,0.48
"1209",303,1,1,0.565,0.515
"1210",303,2,1,0.465,0.515
"1211",303,3,1,0.575,0.515
"1212",303,4,1,0.42,0.515
"1213",304,1,1,0.56,0.52
"1214",304,2,1,0.52,0.52
"1215",304,3,1,0.51,0.52
"1216",304,4,1,0.52,0.52
"1217",305,1,1,0.52,0.53
"1218",305,2,1,0.54,0.53
"1219",305,3,1,0.54,0.53
"1220",305,4,1,0.5,0.53
"1221",306,1,1,0.525,0.5
"1222",306,2,1,0.475,0.5
"1223",306,3,1,0.585,0.5
"1224",306,4,1,0.435,0.5
"1225",307,1,1,0.5,0.485
"1226",307,2,1,0.47,0.485
"1227",307,3,1,0.52,0.485
"1228",307,4,1,0.43,0.485
"1229",308,1,1,0.5,0.5025
"1230",308,2,1,0.505,0.5025
"1231",308,3,1,0.535,0.5025
"1232",308,4,1,0.465,0.5025
"1233",309,1,1,0.49,0.4825
"1234",309,2,1,0.475,0.4825
"1235",309,3,1,0.505,0.4825
"1236",309,4,1,0.45,0.4825
"1237",310,1,1,0.57,0.53
"1238",310,2,1,0.49,0.53
"1239",310,3,1,0.59,0.53
"1240",310,4,1,0.49,0.53
"1241",311,1,1,0.5,0.5
"1242",311,2,1,0.5,0.5
"1243",311,3,1,0.53,0.5
"1244",311,4,1,0.465,0.5
"1245",312,1,1,0.495,0.4975
"1246",312,2,1,0.535,0.4975
"1247",312,3,1,0.5,0.4975
"1248",312,4,1,0.47,0.4975
"1249",313,1,1,0.55,0.5275
"1250",313,2,1,0.515,0.5275
"1251",313,3,1,0.54,0.5275
"1252",313,4,1,0.45,0.5275
"1253",314,1,1,0.555,0.5375
"1254",314,2,1,0.515,0.5375
"1255",314,3,1,0.625,0.5375
"1256",314,4,1,0.52,0.5375
"1257",315,1,1,0.515,0.4975
"1258",315,2,1,0.47,0.4975
"1259",315,3,1,0.515,0.4975
"1260",315,4,1,0.48,0.4975
"1261",316,1,1,0.54,0.51
"1262",316,2,1,0.49,0.51
"1263",316,3,1,0.53,0.51
"1264",316,4,1,0.455,0.51
"1265",317,1,1,0.52,0.505
"1266",317,2,1,0.49,0.505
"1267",317,3,1,0.485,0.505
"1268",317,4,1,0.545,0.505
"1269",318,1,1,0.495,0.48
"1270",318,2,1,0.455,0.48
"1271",318,3,1,0.465,0.48
"1272",318,4,1,0.515,0.48
"1273",319,1,1,0.565,0.4975
"1274",319,2,1,0.49,0.4975
"1275",319,3,1,0.46,0.4975
"1276",319,4,1,0.505,0.4975
"1277",320,1,1,0.545,0.495
"1278",320,2,1,0.505,0.495
"1279",320,3,1,0.455,0.495
"1280",320,4,1,0.485,0.495
"1281",321,1,1,0.53,0.53
"1282",321,2,1,0.53,0.53
"1283",321,3,1,0.57,0.53
"1284",321,4,1,0.49,0.53
"1285",322,1,1,0.535,0.5425
"1286",322,2,1,0.55,0.5425
"1287",322,3,1,0.58,0.5425
"1288",322,4,1,0.505,0.5425
"1289",323,1,1,0.51,0.49
"1290",323,2,1,0.47,0.49
"1291",323,3,1,0.555,0.49
"1292",323,4,1,0.435,0.49
"1293",324,1,1,0.53,0.4975
"1294",324,2,1,0.48,0.4975
"1295",324,3,1,0.515,0.4975
"1296",324,4,1,0.48,0.4975
"1297",325,1,1,0.55,0.5075
"1298",325,2,1,0.495,0.5075
"1299",325,3,1,0.52,0.5075
"1300",325,4,1,0.46,0.5075
"1301",326,1,1,0.52,0.49
"1302",326,2,1,0.46,0.49
"1303",326,3,1,0.515,0.49
"1304",326,4,1,0.465,0.49
"1305",327,1,1,0.51,0.465
"1306",327,2,1,0.47,0.465
"1307",327,3,1,0.455,0.465
"1308",327,4,1,0.46,0.465
"1309",328,1,1,0.535,0.4975
"1310",328,2,1,0.46,0.4975
"1311",328,3,1,0.57,0.4975
"1312",328,4,1,0.455,0.4975
"1313",329,1,1,0.54,0.5125
"1314",329,2,1,0.485,0.5125
"1315",329,3,1,0.54,0.5125
"1316",329,4,1,0.46,0.5125
"1317",330,1,1,0.51,0.4825
"1318",330,2,1,0.455,0.4825
"1319",330,3,1,0.52,0.4825
"1320",330,4,1,0.42,0.4825
"1321",331,1,1,0.5,0.5125
"1322",331,2,1,0.525,0.5125
"1323",331,3,1,0.485,0.5125
"1324",331,4,1,0.535,0.5125
"1325",332,1,1,0.515,0.515
"1326",332,2,1,0.53,0.515
"1327",332,3,1,0.515,0.515
"1328",332,4,1,0.425,0.515
"1329",333,1,1,0.525,0.5175
"1330",333,2,1,0.495,0.5175
"1331",333,3,1,0.51,0.5175
"1332",333,4,1,0.535,0.5175
"1333",334,1,1,0.52,0.5
"1334",334,2,1,0.48,0.5
"1335",334,3,1,0.565,0.5
"1336",334,4,1,0.44,0.5
"1337",335,1,1,0.505,0.48
"1338",335,2,1,0.455,0.48
"1339",335,3,1,0.555,0.48
"1340",335,4,1,0.425,0.48
"1341",336,1,1,0.51,0.5025
"1342",336,2,1,0.37,0.5025
"1343",336,3,1,0.57,0.5025
"1344",336,4,1,0.495,0.5025
"1345",337,1,1,0.52,0.52
"1346",337,2,1,0.48,0.52
"1347",337,3,1,0.55,0.52
"1348",337,4,1,0.52,0.52
"1349",338,1,1,0.465,0.4775
"1350",338,2,1,0.49,0.4775
"1351",338,3,1,0.525,0.4775
"1352",338,4,1,0.455,0.4775
"1353",339,1,1,0.5,0.4925
"1354",339,2,1,0.485,0.4925
"1355",339,3,1,0.52,0.4925
"1356",339,4,1,0.475,0.4925
"1357",340,1,1,0.51,0.4975
"1358",340,2,1,0.485,0.4975
"1359",340,3,1,0.545,0.4975
"1360",340,4,1,0.48,0.4975
"1361",341,1,1,0.51,0.49
"1362",341,2,1,0.43,0.49
"1363",341,3,1,0.59,0.49
"1364",341,4,1,0.47,0.49
"1365",342,1,1,0.5,0.4725
"1366",342,2,1,0.445,0.4725
"1367",342,3,1,0.565,0.4725
"1368",342,4,1,0.44,0.4725
"1369",343,1,1,0.495,0.49
"1370",343,2,1,0.405,0.49
"1371",343,3,1,0.54,0.49
"1372",343,4,1,0.485,0.49
"1373",344,1,1,0.535,0.5175
"1374",344,2,1,0.495,0.5175
"1375",344,3,1,0.525,0.5175
"1376",344,4,1,0.51,0.5175
"1377",345,1,1,0.52,0.4875
"1378",345,2,1,0.48,0.4875
"1379",345,3,1,0.495,0.4875
"1380",345,4,1,0.41,0.4875
"1381",346,1,1,0.465,0.47
"1382",346,2,1,0.475,0.47
"1383",346,3,1,0.5,0.47
"1384",346,4,1,0.455,0.47
"1385",347,1,1,0.5,0.52
"1386",347,2,1,0.485,0.52
"1387",347,3,1,0.54,0.52
"1388",347,4,1,0.555,0.52
"1389",348,1,1,0.55,0.5375
"1390",348,2,1,0.5,0.5375
"1391",348,3,1,0.625,0.5375
"1392",348,4,1,0.525,0.5375
"1393",349,1,1,0.51,0.5
"1394",349,2,1,0.49,0.5
"1395",349,3,1,0.525,0.5
"1396",349,4,1,0.49,0.5
"1397",350,1,1,0.505,0.5175
"1398",350,2,1,0.56,0.5175
"1399",350,3,1,0.53,0.5175
"1400",350,4,1,0.485,0.5175
"1401",351,1,1,0.48,0.4625
"1402",351,2,1,0.47,0.4625
"1403",351,3,1,0.42,0.4625
"1404",351,4,1,0.455,0.4625
"1405",352,1,1,0.545,0.52
"1406",352,2,1,0.535,0.52
"1407",352,3,1,0.505,0.52
"1408",352,4,1,0.455,0.52
"1409",353,1,1,0.505,0.52
"1410",353,2,1,0.535,0.52
"1411",353,3,1,0.535,0.52
"1412",353,4,1,0.48,0.52
"1413",354,1,1,0.525,0.4725
"1414",354,2,1,0.455,0.4725
"1415",354,3,1,0.475,0.4725
"1416",354,4,1,0.47,0.4725
"1417",355,1,1,0.515,0.4875
"1418",355,2,1,0.49,0.4875
"1419",355,3,1,0.485,0.4875
"1420",355,4,1,0.465,0.4875
"1421",356,1,1,0.495,0.49
"1422",356,2,1,0.485,0.49
"1423",356,3,1,0.56,0.49
"1424",356,4,1,0.48,0.49
"1425",357,1,1,0.56,0.54
"1426",357,2,1,0.545,0.54
"1427",357,3,1,0.535,0.54
"1428",357,4,1,0.475,0.54
"1429",358,1,1,0.5,0.5
"1430",358,2,1,0.5,0.5
"1431",358,3,1,0.52,0.5
"1432",358,4,1,0.47,0.5
"1433",359,1,1,0.535,0.525
"1434",359,2,1,0.515,0.525
"1435",359,3,1,0.545,0.525
"1436",359,4,1,0.505,0.525
"1437",360,1,1,0.54,0.5375
"1438",360,2,1,0.54,0.5375
"1439",360,3,1,0.475,0.5375
"1440",360,4,1,0.535,0.5375
"1441",361,1,1,0.535,0.5125
"1442",361,2,1,0.49,0.5125
"1443",361,3,1,0.56,0.5125
"1444",361,4,1,0.435,0.5125
"1445",362,1,1,0.535,0.535
"1446",362,2,1,0.555,0.535
"1447",362,3,1,0.535,0.535
"1448",362,4,1,0.48,0.535
"1449",363,1,1,0.495,0.4975
"1450",363,2,1,0.5,0.4975
"1451",363,3,1,0.515,0.4975
"1452",363,4,1,0.455,0.4975
"1453",364,1,1,0.54,0.5225
"1454",364,2,1,0.48,0.5225
"1455",364,3,1,0.53,0.5225
"1456",364,4,1,0.515,0.5225
"1457",365,1,1,0.49,0.4725
"1458",365,2,1,0.455,0.4725
"1459",365,3,1,0.525,0.4725
"1460",365,4,1,0.425,0.4725
"1461",366,1,1,0.49,0.505
"1462",366,2,1,0.52,0.505
"1463",366,3,1,0.55,0.505
"1464",366,4,1,0.45,0.505
"1465",367,1,1,0.495,0.5
"1466",367,2,1,0.485,0.5
"1467",367,3,1,0.535,0.5
"1468",367,4,1,0.505,0.5
"1469",368,1,1,0.515,0.5
"1470",368,2,1,0.48,0.5
"1471",368,3,1,0.5,0.5
"1472",368,4,1,0.5,0.5
"1473",369,1,1,0.51,0.5125
"1474",369,2,1,0.52,0.5125
"1475",369,3,1,0.515,0.5125
"1476",369,4,1,0.42,0.5125
"1477",370,1,1,0.515,0.5275
"1478",370,2,1,0.54,0.5275
"1479",370,3,1,0.59,0.5275
"1480",370,4,1,0.475,0.5275
"1481",371,1,1,0.5,0.51
"1482",371,2,1,0.52,0.51
"1483",371,3,1,0.45,0.51
"1484",371,4,1,0.53,0.51
"1485",372,1,1,0.52,0.475
"1486",372,2,1,0.385,0.475
"1487",372,3,1,0.61,0.475
"1488",372,4,1,0.43,0.475
"1489",373,1,1,0.57,0.5275
"1490",373,2,1,0.52,0.5275
"1491",373,3,1,0.535,0.5275
"1492",373,4,1,0.515,0.5275
"1493",374,1,1,0.46,0.47
"1494",374,2,1,0.435,0.47
"1495",374,3,1,0.525,0.47
"1496",374,4,1,0.48,0.47
"1497",375,1,1,0.56,0.51
"1498",375,2,1,0.465,0.51
"1499",375,3,1,0.525,0.51
"1500",375,4,1,0.495,0.51
"1501",376,1,1,0.55,0.51
"1502",376,2,1,0.48,0.51
"1503",376,3,1,0.515,0.51
"1504",376,4,1,0.505,0.51
"1505",377,1,1,0.59,0.535
"1506",377,2,1,0.42,0.535
"1507",377,3,1,0.59,0.535
"1508",377,4,1,0.48,0.535
"1509",378,1,1,0.515,0.5225
"1510",378,2,1,0.53,0.5225
"1511",378,3,1,0.545,0.5225
"1512",378,4,1,0.41,0.5225
"1513",379,1,1,0.525,0.4825
"1514",379,2,1,0.475,0.4825
"1515",379,3,1,0.49,0.4825
"1516",379,4,1,0.44,0.4825
"1517",380,1,1,0.535,0.5125
"1518",380,2,1,0.535,0.5125
"1519",380,3,1,0.455,0.5125
"1520",380,4,1,0.49,0.5125
"1521",381,1,1,0.515,0.5125
"1522",381,2,1,0.55,0.5125
"1523",381,3,1,0.51,0.5125
"1524",381,4,1,0.46,0.5125
"1525",382,1,1,0.46,0.4375
"1526",382,2,1,0.415,0.4375
"1527",382,3,1,0.485,0.4375
"1528",382,4,1,0.395,0.4375
"1529",383,1,1,0.495,0.5
"1530",383,2,1,0.51,0.5
"1531",383,3,1,0.445,0.5
"1532",383,4,1,0.505,0.5
"1533",384,1,1,0.59,0.51
"1534",384,2,1,0.495,0.51
"1535",384,3,1,0.525,0.51
"1536",384,4,1,0.455,0.51
"1537",385,1,1,0.46,0.475
"1538",385,2,1,0.475,0.475
"1539",385,3,1,0.475,0.475
"1540",385,4,1,0.5,0.475
"1541",386,1,1,0.52,0.505
"1542",386,2,1,0.47,0.505
"1543",386,3,1,0.495,0.505
"1544",386,4,1,0.515,0.505
"1545",387,1,1,0.455,0.465
"1546",387,2,1,0.43,0.465
"1547",387,3,1,0.565,0.465
"1548",387,4,1,0.475,0.465
"1549",388,1,1,0.49,0.485
"1550",388,2,1,0.48,0.485
"1551",388,3,1,0.53,0.485
"1552",388,4,1,0.42,0.485
"1553",389,1,1,0.515,0.5
"1554",389,2,1,0.465,0.5
"1555",389,3,1,0.53,0.5
"1556",389,4,1,0.485,0.5
"1557",390,1,1,0.52,0.505
"1558",390,2,1,0.495,0.505
"1559",390,3,1,0.515,0.505
