"","boot","cols","Accuracy","acc_teste","mean_acc_test"
"1560",390,4,1,0.47,0.505
"1561",391,1,1,0.48,0.475
"1562",391,2,1,0.445,0.475
"1563",391,3,1,0.53,0.475
"1564",391,4,1,0.47,0.475
"1565",392,1,1,0.495,0.4875
"1566",392,2,1,0.48,0.4875
"1567",392,3,1,0.53,0.4875
"1568",392,4,1,0.44,0.4875
"1569",393,1,1,0.54,0.5125
"1570",393,2,1,0.525,0.5125
"1571",393,3,1,0.5,0.5125
"1572",393,4,1,0.465,0.5125
"1573",394,1,1,0.505,0.4975
"1574",394,2,1,0.49,0.4975
"1575",394,3,1,0.51,0.4975
"1576",394,4,1,0.49,0.4975
"1577",395,1,1,0.54,0.5375
"1578",395,2,1,0.535,0.5375
"1579",395,3,1,0.48,0.5375
"1580",395,4,1,0.54,0.5375
"1581",396,1,1,0.52,0.49
"1582",396,2,1,0.44,0.49
"1583",396,3,1,0.51,0.49
"1584",396,4,1,0.47,0.49
"1585",397,1,1,0.475,0.4475
"1586",397,2,1,0.445,0.4475
"1587",397,3,1,0.45,0.4475
"1588",397,4,1,0.405,0.4475
"1589",398,1,1,0.495,0.485
"1590",398,2,1,0.475,0.485
"1591",398,3,1,0.51,0.485
"1592",398,4,1,0.45,0.485
"1593",399,1,1,0.49,0.5275
"1594",399,2,1,0.58,0.5275
"1595",399,3,1,0.465,0.5275
"1596",399,4,1,0.565,0.5275
"1597",400,1,1,0.5,0.495
"1598",400,2,1,0.49,0.495
"1599",400,3,1,0.535,0.495
"1600",400,4,1,0.465,0.495
"1601",401,1,1,0.5,0.49
"1602",401,2,1,0.455,0.49
"1603",401,3,1,0.52,0.49
"1604",401,4,1,0.48,0.49
"1605",402,1,1,0.57,0.525
"1606",402,2,1,0.54,0.525
"1607",402,3,1,0.485,0.525
"1608",402,4,1,0.51,0.525
"1609",403,1,1,0.525,0.49
"1610",403,2,1,0.495,0.49
"1611",403,3,1,0.485,0.49
"1612",403,4,1,0.47,0.49
"1613",404,1,1,0.53,0.47
"1614",404,2,1,0.435,0.47
"1615",404,3,1,0.48,0.47
"1616",404,4,1,0.46,0.47
"1617",405,1,1,0.55,0.5275
"1618",405,2,1,0.465,0.5275
"1619",405,3,1,0.56,0.5275
"1620",405,4,1,0.505,0.5275
"1621",406,1,1,0.53,0.495
"1622",406,2,1,0.535,0.495
"1623",406,3,1,0.42,0.495
"1624",406,4,1,0.46,0.495
"1625",407,1,1,0.495,0.495
"1626",407,2,1,0.515,0.495
"1627",407,3,1,0.42,0.495
"1628",407,4,1,0.495,0.495
"1629",408,1,1,0.525,0.505
"1630",408,2,1,0.39,0.505
"1631",408,3,1,0.555,0.505
"1632",408,4,1,0.485,0.505
"1633",409,1,1,0.525,0.5125
"1634",409,2,1,0.485,0.5125
"1635",409,3,1,0.515,0.5125
"1636",409,4,1,0.51,0.5125
"1637",410,1,1,0.585,0.53
"1638",410,2,1,0.5,0.53
"1639",410,3,1,0.56,0.53
"1640",410,4,1,0.43,0.53
"1641",411,1,1,0.575,0.555
"1642",411,2,1,0.435,0.555
"1643",411,3,1,0.625,0.555
"1644",411,4,1,0.535,0.555
"1645",412,1,1,0.49,0.4925
"1646",412,2,1,0.495,0.4925
"1647",412,3,1,0.515,0.4925
"1648",412,4,1,0.435,0.4925
"1649",413,1,1,0.525,0.4925
"1650",413,2,1,0.46,0.4925
"1651",413,3,1,0.54,0.4925
"1652",413,4,1,0.455,0.4925
"1653",414,1,1,0.535,0.475
"1654",414,2,1,0.43,0.475
"1655",414,3,1,0.515,0.475
"1656",414,4,1,0.435,0.475
"1657",415,1,1,0.55,0.52
"1658",415,2,1,0.49,0.52
"1659",415,3,1,0.55,0.52
"1660",415,4,1,0.485,0.52
"1661",416,1,1,0.535,0.51
"1662",416,2,1,0.445,0.51
"1663",416,3,1,0.55,0.51
"1664",416,4,1,0.485,0.51
"1665",417,1,1,0.5,0.4925
"1666",417,2,1,0.45,0.4925
"1667",417,3,1,0.535,0.4925
"1668",417,4,1,0.485,0.4925
"1669",418,1,1,0.58,0.5475
"1670",418,2,1,0.525,0.5475
"1671",418,3,1,0.57,0.5475
"1672",418,4,1,0.48,0.5475
"1673",419,1,1,0.505,0.505
"1674",419,2,1,0.51,0.505
"1675",419,3,1,0.505,0.505
"1676",419,4,1,0.42,0.505
"1677",420,1,1,0.505,0.4725
"1678",420,2,1,0.425,0.4725
"1679",420,3,1,0.585,0.4725
"1680",420,4,1,0.44,0.4725
"1681",421,1,1,0.48,0.47
"1682",421,2,1,0.47,0.47
"1683",421,3,1,0.47,0.47
"1684",421,4,1,0.47,0.47
"1685",422,1,1,0.515,0.5
"1686",422,2,1,0.39,0.5
"1687",422,3,1,0.55,0.5
"1688",422,4,1,0.485,0.5
"1689",423,1,1,0.545,0.5
"1690",423,2,1,0.46,0.5
"1691",423,3,1,0.5,0.5
"1692",423,4,1,0.5,0.5
"1693",424,1,1,0.52,0.53
"1694",424,2,1,0.52,0.53
"1695",424,3,1,0.545,0.53
"1696",424,4,1,0.54,0.53
"1697",425,1,1,0.5,0.49
"1698",425,2,1,0.465,0.49
"1699",425,3,1,0.49,0.49
"1700",425,4,1,0.49,0.49
"1701",426,1,1,0.515,0.5025
"1702",426,2,1,0.49,0.5025
"1703",426,3,1,0.52,0.5025
"1704",426,4,1,0.485,0.5025
"1705",427,1,1,0.495,0.4775
"1706",427,2,1,0.45,0.4775
"1707",427,3,1,0.535,0.4775
"1708",427,4,1,0.46,0.4775
"1709",428,1,1,0.605,0.5425
"1710",428,2,1,0.535,0.5425
"1711",428,3,1,0.55,0.5425
"1712",428,4,1,0.515,0.5425
"1713",429,1,1,0.475,0.46
"1714",429,2,1,0.445,0.46
"1715",429,3,1,0.52,0.46
"1716",429,4,1,0.41,0.46
"1717",430,1,1,0.485,0.4825
"1718",430,2,1,0.465,0.4825
"1719",430,3,1,0.52,0.4825
"1720",430,4,1,0.48,0.4825
"1721",431,1,1,0.54,0.4975
"1722",431,2,1,0.48,0.4975
"1723",431,3,1,0.515,0.4975
"1724",431,4,1,0.48,0.4975
"1725",432,1,1,0.525,0.4975
"1726",432,2,1,0.47,0.4975
"1727",432,3,1,0.545,0.4975
"1728",432,4,1,0.465,0.4975
"1729",433,1,1,0.47,0.4875
"1730",433,2,1,0.5,0.4875
"1731",433,3,1,0.51,0.4875
"1732",433,4,1,0.475,0.4875
"1733",434,1,1,0.535,0.515
"1734",434,2,1,0.505,0.515
"1735",434,3,1,0.515,0.515
"1736",434,4,1,0.515,0.515
"1737",435,1,1,0.515,0.505
"1738",435,2,1,0.46,0.505
"1739",435,3,1,0.525,0.505
"1740",435,4,1,0.495,0.505
"1741",436,1,1,0.505,0.505
"1742",436,2,1,0.505,0.505
"1743",436,3,1,0.525,0.505
"1744",436,4,1,0.46,0.505
"1745",437,1,1,0.515,0.515
"1746",437,2,1,0.515,0.515
"1747",437,3,1,0.515,0.515
"1748",437,4,1,0.51,0.515
"1749",438,1,1,0.5,0.505
"1750",438,2,1,0.465,0.505
"1751",438,3,1,0.51,0.505
"1752",438,4,1,0.535,0.505
"1753",439,1,1,0.51,0.5025
"1754",439,2,1,0.49,0.5025
"1755",439,3,1,0.535,0.5025
"1756",439,4,1,0.495,0.5025
"1757",440,1,1,0.49,0.505
"1758",440,2,1,0.515,0.505
"1759",440,3,1,0.505,0.505
"1760",440,4,1,0.505,0.505
"1761",441,1,1,0.515,0.5025
"1762",441,2,1,0.48,0.5025
"1763",441,3,1,0.515,0.5025
"1764",441,4,1,0.49,0.5025
"1765",442,1,1,0.45,0.4675
"1766",442,2,1,0.42,0.4675
"1767",442,3,1,0.485,0.4675
"1768",442,4,1,0.485,0.4675
"1769",443,1,1,0.52,0.5075
"1770",443,2,1,0.5,0.5075
"1771",443,3,1,0.47,0.5075
"1772",443,4,1,0.515,0.5075
"1773",444,1,1,0.535,0.48
"1774",444,2,1,0.475,0.48
"1775",444,3,1,0.485,0.48
"1776",444,4,1,0.445,0.48
"1777",445,1,1,0.505,0.4625
"1778",445,2,1,0.445,0.4625
"1779",445,3,1,0.48,0.4625
"1780",445,4,1,0.395,0.4625
"1781",446,1,1,0.455,0.4525
"1782",446,2,1,0.425,0.4525
"1783",446,3,1,0.46,0.4525
"1784",446,4,1,0.45,0.4525
"1785",447,1,1,0.475,0.4775
"1786",447,2,1,0.485,0.4775
"1787",447,3,1,0.44,0.4775
"1788",447,4,1,0.48,0.4775
"1789",448,1,1,0.575,0.5275
"1790",448,2,1,0.475,0.5275
"1791",448,3,1,0.545,0.5275
"1792",448,4,1,0.51,0.5275
"1793",449,1,1,0.49,0.4825
"1794",449,2,1,0.44,0.4825
"1795",449,3,1,0.48,0.4825
"1796",449,4,1,0.485,0.4825
"1797",450,1,1,0.54,0.515
"1798",450,2,1,0.53,0.515
"1799",450,3,1,0.5,0.515
"1800",450,4,1,0.435,0.515
"1801",451,1,1,0.52,0.5
"1802",451,2,1,0.505,0.5
"1803",451,3,1,0.495,0.5
"1804",451,4,1,0.49,0.5
"1805",452,1,1,0.465,0.4575
"1806",452,2,1,0.49,0.4575
"1807",452,3,1,0.45,0.4575
"1808",452,4,1,0.435,0.4575
"1809",453,1,1,0.515,0.5025
"1810",453,2,1,0.49,0.5025
"1811",453,3,1,0.515,0.5025
"1812",453,4,1,0.405,0.5025
"1813",454,1,1,0.53,0.4825
"1814",454,2,1,0.445,0.4825
"1815",454,3,1,0.52,0.4825
"1816",454,4,1,0.43,0.4825
"1817",455,1,1,0.525,0.47
"1818",455,2,1,0.46,0.47
"1819",455,3,1,0.48,0.47
"1820",455,4,1,0.445,0.47
"1821",456,1,1,0.515,0.4625
"1822",456,2,1,0.425,0.4625
"1823",456,3,1,0.495,0.4625
"1824",456,4,1,0.43,0.4625
"1825",457,1,1,0.505,0.4875
"1826",457,2,1,0.47,0.4875
"1827",457,3,1,0.505,0.4875
"1828",457,4,1,0.435,0.4875
"1829",458,1,1,0.535,0.5025
"1830",458,2,1,0.455,0.5025
"1831",458,3,1,0.515,0.5025
"1832",458,4,1,0.49,0.5025
"1833",459,1,1,0.53,0.54
"1834",459,2,1,0.55,0.54
"1835",459,3,1,0.57,0.54
"1836",459,4,1,0.465,0.54
"1837",460,1,1,0.485,0.4825
"1838",460,2,1,0.455,0.4825
"1839",460,3,1,0.515,0.4825
"1840",460,4,1,0.48,0.4825
"1841",461,1,1,0.5,0.495
"1842",461,2,1,0.49,0.495
"1843",461,3,1,0.52,0.495
"1844",461,4,1,0.485,0.495
"1845",462,1,1,0.515,0.505
"1846",462,2,1,0.475,0.505
"1847",462,3,1,0.55,0.505
"1848",462,4,1,0.495,0.505
"1849",463,1,1,0.52,0.4975
"1850",463,2,1,0.525,0.4975
"1851",463,3,1,0.475,0.4975
"1852",463,4,1,0.455,0.4975
"1853",464,1,1,0.45,0.47
"1854",464,2,1,0.49,0.47
"1855",464,3,1,0.57,0.47
"1856",464,4,1,0.445,0.47
"1857",465,1,1,0.465,0.4725
"1858",465,2,1,0.48,0.4725
"1859",465,3,1,0.49,0.4725
"1860",465,4,1,0.435,0.4725
"1861",466,1,1,0.505,0.4725
"1862",466,2,1,0.475,0.4725
"1863",466,3,1,0.45,0.4725
"1864",466,4,1,0.47,0.4725
"1865",467,1,1,0.505,0.495
"1866",467,2,1,0.485,0.495
"1867",467,3,1,0.56,0.495
"1868",467,4,1,0.455,0.495
"1869",468,1,1,0.51,0.515
"1870",468,2,1,0.485,0.515
"1871",468,3,1,0.565,0.515
"1872",468,4,1,0.52,0.515
"1873",469,1,1,0.5,0.46
"1874",469,2,1,0.39,0.46
"1875",469,3,1,0.515,0.46
"1876",469,4,1,0.42,0.46
"1877",470,1,1,0.545,0.48
"1878",470,2,1,0.475,0.48
"1879",470,3,1,0.465,0.48
"1880",470,4,1,0.485,0.48
"1881",471,1,1,0.52,0.495
"1882",471,2,1,0.45,0.495
"1883",471,3,1,0.61,0.495
"1884",471,4,1,0.47,0.495
"1885",472,1,1,0.525,0.485
"1886",472,2,1,0.46,0.485
"1887",472,3,1,0.5,0.485
"1888",472,4,1,0.47,0.485
"1889",473,1,1,0.54,0.5175
"1890",473,2,1,0.465,0.5175
"1891",473,3,1,0.525,0.5175
"1892",473,4,1,0.51,0.5175
"1893",474,1,1,0.515,0.475
"1894",474,2,1,0.395,0.475
"1895",474,3,1,0.485,0.475
"1896",474,4,1,0.465,0.475
"1897",475,1,1,0.505,0.51
"1898",475,2,1,0.515,0.51
"1899",475,3,1,0.535,0.51
"1900",475,4,1,0.48,0.51
"1901",476,1,1,0.57,0.5425
"1902",476,2,1,0.505,0.5425
"1903",476,3,1,0.56,0.5425
"1904",476,4,1,0.525,0.5425
"1905",477,1,1,0.52,0.505
"1906",477,2,1,0.535,0.505
"1907",477,3,1,0.49,0.505
"1908",477,4,1,0.445,0.505
"1909",478,1,1,0.535,0.5325
"1910",478,2,1,0.53,0.5325
"1911",478,3,1,0.525,0.5325
"1912",478,4,1,0.535,0.5325
"1913",479,1,1,0.48,0.495
"1914",479,2,1,0.51,0.495
"1915",479,3,1,0.51,0.495
"1916",479,4,1,0.425,0.495
"1917",480,1,1,0.51,0.49
"1918",480,2,1,0.435,0.49
"1919",480,3,1,0.525,0.49
"1920",480,4,1,0.47,0.49
"1921",481,1,1,0.55,0.51
"1922",481,2,1,0.49,0.51
"1923",481,3,1,0.53,0.51
"1924",481,4,1,0.48,0.51
"1925",482,1,1,0.505,0.485
"1926",482,2,1,0.465,0.485
"1927",482,3,1,0.565,0.485
"1928",482,4,1,0.46,0.485
"1929",483,1,1,0.585,0.5225
"1930",483,2,1,0.52,0.5225
"1931",483,3,1,0.525,0.5225
"1932",483,4,1,0.465,0.5225
"1933",484,1,1,0.46,0.465
"1934",484,2,1,0.515,0.465
"1935",484,3,1,0.47,0.465
"1936",484,4,1,0.415,0.465
"1937",485,1,1,0.545,0.47
"1938",485,2,1,0.46,0.47
"1939",485,3,1,0.435,0.47
"1940",485,4,1,0.48,0.47
"1941",486,1,1,0.515,0.4825
"1942",486,2,1,0.45,0.4825
"1943",486,3,1,0.58,0.4825
"1944",486,4,1,0.435,0.4825
"1945",487,1,1,0.525,0.5
"1946",487,2,1,0.475,0.5
"1947",487,3,1,0.535,0.5
"1948",487,4,1,0.465,0.5
"1949",488,1,1,0.485,0.4925
"1950",488,2,1,0.5,0.4925
"1951",488,3,1,0.535,0.4925
"1952",488,4,1,0.46,0.4925
"1953",489,1,1,0.49,0.4975
"1954",489,2,1,0.505,0.4975
"1955",489,3,1,0.535,0.4975
"1956",489,4,1,0.405,0.4975
"1957",490,1,1,0.395,0.5025
"1958",490,2,1,0.505,0.5025
"1959",490,3,1,0.515,0.5025
"1960",490,4,1,0.5,0.5025
"1961",491,1,1,0.52,0.5025
"1962",491,2,1,0.47,0.5025
"1963",491,3,1,0.5,0.5025
"1964",491,4,1,0.505,0.5025
"1965",492,1,1,0.525,0.4875
"1966",492,2,1,0.47,0.4875
"1967",492,3,1,0.505,0.4875
"1968",492,4,1,0.445,0.4875
"1969",493,1,1,0.465,0.5275
"1970",493,2,1,0.53,0.5275
"1971",493,3,1,0.525,0.5275
"1972",493,4,1,0.54,0.5275
"1973",494,1,1,0.56,0.5175
"1974",494,2,1,0.445,0.5175
"1975",494,3,1,0.535,0.5175
"1976",494,4,1,0.5,0.5175
"1977",495,1,1,0.5,0.49
"1978",495,2,1,0.48,0.49
"1979",495,3,1,0.56,0.49
"1980",495,4,1,0.425,0.49
"1981",496,1,1,0.555,0.51
"1982",496,2,1,0.525,0.51
"1983",496,3,1,0.495,0.51
"1984",496,4,1,0.47,0.51
"1985",497,1,1,0.515,0.495
"1986",497,2,1,0.475,0.495
"1987",497,3,1,0.565,0.495
"1988",497,4,1,0.475,0.495
"1989",498,1,1,0.46,0.4775
"1990",498,2,1,0.485,0.4775
"1991",498,3,1,0.54,0.4775
"1992",498,4,1,0.47,0.4775
"1993",499,1,1,0.535,0.46
"1994",499,2,1,0.475,0.46
"1995",499,3,1,0.445,0.46
"1996",499,4,1,0.425,0.46
"1997",500,1,1,0.505,0.45
"1998",500,2,1,0.445,0.45
"1999",500,3,1,0.435,0.45
"2000",500,4,1,0.455,0.45
"2001",501,1,1,0.53,0.4875
"2002",501,2,1,0.445,0.4875
"2003",501,3,1,0.49,0.4875
"2004",501,4,1,0.485,0.4875
"2005",502,1,1,0.58,0.5275
"2006",502,2,1,0.475,0.5275
"2007",502,3,1,0.565,0.5275
"2008",502,4,1,0.49,0.5275
"2009",503,1,1,0.565,0.525
"2010",503,2,1,0.48,0.525
"2011",503,3,1,0.58,0.525
"2012",503,4,1,0.485,0.525
"2013",504,1,1,0.445,0.4375
"2014",504,2,1,0.435,0.4375
"2015",504,3,1,0.425,0.4375
"2016",504,4,1,0.44,0.4375
"2017",505,1,1,0.53,0.4975
"2018",505,2,1,0.5,0.4975
"2019",505,3,1,0.495,0.4975
"2020",505,4,1,0.475,0.4975
"2021",506,1,1,0.545,0.5
"2022",506,2,1,0.5,0.5
"2023",506,3,1,0.5,0.5
"2024",506,4,1,0.415,0.5
"2025",507,1,1,0.465,0.48
"2026",507,2,1,0.525,0.48
"2027",507,3,1,0.47,0.48
"2028",507,4,1,0.49,0.48
"2029",508,1,1,0.5,0.4425
"2030",508,2,1,0.425,0.4425
"2031",508,3,1,0.46,0.4425
"2032",508,4,1,0.425,0.4425
"2033",509,1,1,0.535,0.5225
"2034",509,2,1,0.495,0.5225
"2035",509,3,1,0.56,0.5225
"2036",509,4,1,0.51,0.5225
"2037",510,1,1,0.515,0.49
"2038",510,2,1,0.415,0.49
"2039",510,3,1,0.485,0.49
"2040",510,4,1,0.495,0.49
"2041",511,1,1,0.56,0.53
"2042",511,2,1,0.51,0.53
"2043",511,3,1,0.55,0.53
"2044",511,4,1,0.505,0.53
"2045",512,1,1,0.495,0.47
"2046",512,2,1,0.415,0.47
"2047",512,3,1,0.485,0.47
"2048",512,4,1,0.455,0.47
"2049",513,1,1,0.495,0.495
"2050",513,2,1,0.455,0.495
"2051",513,3,1,0.54,0.495
"2052",513,4,1,0.495,0.495
"2053",514,1,1,0.54,0.4875
"2054",514,2,1,0.425,0.4875
"2055",514,3,1,0.565,0.4875
"2056",514,4,1,0.435,0.4875
"2057",515,1,1,0.515,0.5025
"2058",515,2,1,0.47,0.5025
"2059",515,3,1,0.515,0.5025
"2060",515,4,1,0.49,0.5025
"2061",516,1,1,0.53,0.49
"2062",516,2,1,0.45,0.49
"2063",516,3,1,0.535,0.49
"2064",516,4,1,0.44,0.49
"2065",517,1,1,0.545,0.4825
"2066",517,2,1,0.465,0.4825
"2067",517,3,1,0.5,0.4825
"2068",517,4,1,0.46,0.4825
"2069",518,1,1,0.545,0.525
"2070",518,2,1,0.55,0.525
"2071",518,3,1,0.505,0.525
"2072",518,4,1,0.48,0.525
"2073",519,1,1,0.5,0.5
"2074",519,2,1,0.5,0.5
"2075",519,3,1,0.505,0.5
"2076",519,4,1,0.495,0.5
"2077",520,1,1,0.45,0.4725
"2078",520,2,1,0.51,0.4725
"2079",520,3,1,0.465,0.4725
"2080",520,4,1,0.48,0.4725
"2081",521,1,1,0.47,0.4875
"2082",521,2,1,0.495,0.4875
"2083",521,3,1,0.48,0.4875
"2084",521,4,1,0.495,0.4875
"2085",522,1,1,0.565,0.52
"2086",522,2,1,0.515,0.52
"2087",522,3,1,0.525,0.52
"2088",522,4,1,0.51,0.52
"2089",523,1,1,0.56,0.51
"2090",523,2,1,0.48,0.51
"2091",523,3,1,0.515,0.51
"2092",523,4,1,0.505,0.51
"2093",524,1,1,0.535,0.4925
"2094",524,2,1,0.49,0.4925
"2095",524,3,1,0.485,0.4925
"2096",524,4,1,0.495,0.4925
"2097",525,1,1,0.54,0.485
"2098",525,2,1,0.395,0.485
"2099",525,3,1,0.51,0.485
"2100",525,4,1,0.46,0.485
"2101",526,1,1,0.505,0.52
"2102",526,2,1,0.495,0.52
"2103",526,3,1,0.535,0.52
"2104",526,4,1,0.535,0.52
"2105",527,1,1,0.53,0.475
"2106",527,2,1,0.445,0.475
"2107",527,3,1,0.505,0.475
"2108",527,4,1,0.44,0.475
"2109",528,1,1,0.515,0.4925
"2110",528,2,1,0.44,0.4925
"2111",528,3,1,0.53,0.4925
"2112",528,4,1,0.47,0.4925
"2113",529,1,1,0.515,0.4975
"2114",529,2,1,0.485,0.4975
"2115",529,3,1,0.46,0.4975
"2116",529,4,1,0.51,0.4975
"2117",530,1,1,0.58,0.4825
"2118",530,2,1,0.47,0.4825
"2119",530,3,1,0.495,0.4825
"2120",530,4,1,0.45,0.4825
"2121",531,1,1,0.555,0.525
"2122",531,2,1,0.52,0.525
"2123",531,3,1,0.53,0.525
"2124",531,4,1,0.445,0.525
"2125",532,1,1,0.505,0.4875
"2126",532,2,1,0.445,0.4875
"2127",532,3,1,0.48,0.4875
"2128",532,4,1,0.495,0.4875
"2129",533,1,1,0.505,0.4475
"2130",533,2,1,0.445,0.4475
"2131",533,3,1,0.445,0.4475
"2132",533,4,1,0.45,0.4475
"2133",534,1,1,0.495,0.49
"2134",534,2,1,0.48,0.49
"2135",534,3,1,0.555,0.49
"2136",534,4,1,0.485,0.49
"2137",535,1,1,0.545,0.505
"2138",535,2,1,0.435,0.505
"2139",535,3,1,0.505,0.505
"2140",535,4,1,0.505,0.505
"2141",536,1,1,0.465,0.4725
"2142",536,2,1,0.48,0.4725
"2143",536,3,1,0.525,0.4725
"2144",536,4,1,0.455,0.4725
"2145",537,1,1,0.46,0.485
"2146",537,2,1,0.555,0.485
"2147",537,3,1,0.505,0.485
"2148",537,4,1,0.465,0.485
"2149",538,1,1,0.46,0.45
"2150",538,2,1,0.4,0.45
"2151",538,3,1,0.555,0.45
"2152",538,4,1,0.44,0.45
"2153",539,1,1,0.52,0.515
"2154",539,2,1,0.51,0.515
"2155",539,3,1,0.53,0.515
"2156",539,4,1,0.46,0.515
"2157",540,1,1,0.53,0.515
"2158",540,2,1,0.5,0.515
"2159",540,3,1,0.605,0.515
"2160",540,4,1,0.47,0.515
"2161",541,1,1,0.535,0.52
"2162",541,2,1,0.495,0.52
"2163",541,3,1,0.575,0.52
"2164",541,4,1,0.505,0.52
"2165",542,1,1,0.515,0.5
"2166",542,2,1,0.475,0.5
"2167",542,3,1,0.525,0.5
"2168",542,4,1,0.485,0.5
"2169",543,1,1,0.555,0.51
"2170",543,2,1,0.505,0.51
"2171",543,3,1,0.515,0.51
"2172",543,4,1,0.47,0.51
"2173",544,1,1,0.455,0.455
"2174",544,2,1,0.455,0.455
"2175",544,3,1,0.455,0.455
"2176",544,4,1,0.445,0.455
"2177",545,1,1,0.515,0.475
"2178",545,2,1,0.46,0.475
"2179",545,3,1,0.49,0.475
"2180",545,4,1,0.44,0.475
"2181",546,1,1,0.56,0.5275
"2182",546,2,1,0.525,0.5275
"2183",546,3,1,0.53,0.5275
"2184",546,4,1,0.435,0.5275
"2185",547,1,1,0.505,0.5075
"2186",547,2,1,0.445,0.5075
"2187",547,3,1,0.52,0.5075
"2188",547,4,1,0.51,0.5075
"2189",548,1,1,0.525,0.54
"2190",548,2,1,0.56,0.54
"2191",548,3,1,0.555,0.54
"2192",548,4,1,0.45,0.54
"2193",549,1,1,0.53,0.5225
"2194",549,2,1,0.435,0.5225
"2195",549,3,1,0.515,0.5225
"2196",549,4,1,0.535,0.5225
"2197",550,1,1,0.475,0.47
"2198",550,2,1,0.45,0.47
"2199",550,3,1,0.465,0.47
"2200",550,4,1,0.495,0.47
"2201",551,1,1,0.475,0.4725
"2202",551,2,1,0.465,0.4725
"2203",551,3,1,0.47,0.4725
"2204",551,4,1,0.525,0.4725
"2205",552,1,1,0.47,0.4775
"2206",552,2,1,0.485,0.4775
"2207",552,3,1,0.505,0.4775
"2208",552,4,1,0.435,0.4775
"2209",553,1,1,0.515,0.51
"2210",553,2,1,0.48,0.51
"2211",553,3,1,0.505,0.51
"2212",553,4,1,0.525,0.51
"2213",554,1,1,0.525,0.49
"2214",554,2,1,0.455,0.49
"2215",554,3,1,0.53,0.49
"2216",554,4,1,0.42,0.49
"2217",555,1,1,0.5,0.505
"2218",555,2,1,0.525,0.505
"2219",555,3,1,0.51,0.505
"2220",555,4,1,0.465,0.505
"2221",556,1,1,0.51,0.485
"2222",556,2,1,0.48,0.485
"2223",556,3,1,0.49,0.485
"2224",556,4,1,0.465,0.485
"2225",557,1,1,0.515,0.505
"2226",557,2,1,0.495,0.505
"2227",557,3,1,0.5,0.505
"2228",557,4,1,0.51,0.505
"2229",558,1,1,0.525,0.5225
"2230",558,2,1,0.515,0.5225
"2231",558,3,1,0.555,0.5225
"2232",558,4,1,0.52,0.5225
"2233",559,1,1,0.535,0.495
"2234",559,2,1,0.455,0.495
"2235",559,3,1,0.54,0.495
"2236",559,4,1,0.415,0.495
"2237",560,1,1,0.51,0.495
"2238",560,2,1,0.48,0.495
"2239",560,3,1,0.51,0.495
"2240",560,4,1,0.465,0.495
"2241",561,1,1,0.445,0.4575
"2242",561,2,1,0.44,0.4575
"2243",561,3,1,0.51,0.4575
"2244",561,4,1,0.47,0.4575
"2245",562,1,1,0.545,0.5075
"2246",562,2,1,0.435,0.5075
"2247",562,3,1,0.565,0.5075
"2248",562,4,1,0.47,0.5075
"2249",563,1,1,0.55,0.5075
"2250",563,2,1,0.465,0.5075
"2251",563,3,1,0.59,0.5075
"2252",563,4,1,0.465,0.5075
"2253",564,1,1,0.465,0.4725
"2254",564,2,1,0.48,0.4725
"2255",564,3,1,0.575,0.4725
"2256",564,4,1,0.42,0.4725
"2257",565,1,1,0.505,0.49
"2258",565,2,1,0.475,0.49
"2259",565,3,1,0.535,0.49
"2260",565,4,1,0.455,0.49
"2261",566,1,1,0.56,0.505
"2262",566,2,1,0.47,0.505
"2263",566,3,1,0.54,0.505
"2264",566,4,1,0.465,0.505
"2265",567,1,1,0.54,0.4625
"2266",567,2,1,0.455,0.4625
"2267",567,3,1,0.465,0.4625
"2268",567,4,1,0.46,0.4625
"2269",568,1,1,0.49,0.4825
"2270",568,2,1,0.47,0.4825
"2271",568,3,1,0.505,0.4825
"2272",568,4,1,0.475,0.4825
"2273",569,1,1,0.54,0.4925
"2274",569,2,1,0.46,0.4925
"2275",569,3,1,0.525,0.4925
"2276",569,4,1,0.435,0.4925
"2277",570,1,1,0.55,0.52
"2278",570,2,1,0.525,0.52
"2279",570,3,1,0.515,0.52
"2280",570,4,1,0.44,0.52
"2281",571,1,1,0.54,0.5275
"2282",571,2,1,0.48,0.5275
"2283",571,3,1,0.515,0.5275
"2284",571,4,1,0.54,0.5275
"2285",572,1,1,0.47,0.475
"2286",572,2,1,0.475,0.475
"2287",572,3,1,0.49,0.475
"2288",572,4,1,0.475,0.475
"2289",573,1,1,0.535,0.4825
"2290",573,2,1,0.5,0.4825
"2291",573,3,1,0.46,0.4825
"2292",573,4,1,0.465,0.4825
"2293",574,1,1,0.485,0.46
"2294",574,2,1,0.435,0.46
"2295",574,3,1,0.525,0.46
"2296",574,4,1,0.43,0.46
"2297",575,1,1,0.505,0.4775
"2298",575,2,1,0.485,0.4775
"2299",575,3,1,0.47,0.4775
"2300",575,4,1,0.42,0.4775
"2301",576,1,1,0.49,0.505
"2302",576,2,1,0.515,0.505
"2303",576,3,1,0.525,0.505
"2304",576,4,1,0.495,0.505
"2305",577,1,1,0.475,0.4875
"2306",577,2,1,0.52,0.4875
"2307",577,3,1,0.45,0.4875
"2308",577,4,1,0.5,0.4875
"2309",578,1,1,0.505,0.48
"2310",578,2,1,0.465,0.48
"2311",578,3,1,0.495,0.48
"2312",578,4,1,0.445,0.48
"2313",579,1,1,0.56,0.52
"2314",579,2,1,0.48,0.52
"2315",579,3,1,0.57,0.52
